time,theta_0_rad,omega_0_rad_per_s,theta_1_rad,omega_1_rad_per_s,theta_2_rad,omega_2_rad_per_s
0.040000000000001576,-0.33839971462161894,-0.0011770124016217576,0.0011943338017057499,0.5306353079633042,-0.058079190981534155,0.05895559613514627
0.04100000000000188,-0.3378625827682471,-0.0012357785294771716,0.001253987835875907,0.5436250479448793,-0.05945212284226318,0.06035154460108283
0.04200000000000219,-0.33731247130870723,-0.001295914742906132,0.001315035015528352,0.5565944390058125,-0.06081934153767112,0.06174186696507027
0.043000000000002495,-0.33674940083572796,-0.0013574152671469296,0.0013774696543417896,0.5695429936037736,-0.06218072405199264,0.06312644297361514
0.0440000000000028,-0.3361733924293571,-0.0014202742049557835,0.0014412859462999493,0.5824702246444277,-0.06353614843949643,0.0645051534931654
0.04500000000000311,-0.3355844676565087,-0.0014844855376846913,0.001506477966820167,0.5953756454926861,-0.06488549383999316,0.06587788052731422
0.04600000000000341,-0.33498264857049637,-0.0015500431263744652,0.0015730396738989024,0.6082587699839932,-0.06622864049373388,0.0672445072334345
0.04700000000000372,-0.33436795771055944,-0.0016169407128623615,0.0016409649092735937,0.6211191124356676,-0.06756546975569325,0.06860491793874175
0.048000000000004026,-0.3337404181013737,-0.0016851719209036954,0.0017102473996002932,0.6339561876582793,-0.0688958641092345,0.06995899815578106
0.04900000000000433,-0.333100053252553,-0.0017547302573067995,0.0017808807576464977,0.6467695109670772,-0.07021970717915055,0.07130663459733663
0.05000000000000464,-0.3324468871581394,-0.001825609113080714,0.0018528584834986066,0.6595585981934579,-0.07153688374407932,0.07264771519076269
0.051000000000004944,-0.33178094429608024,-0.001897801764594975,0.0019261739657834098,0.6723229656964745,-0.0728472797482887,0.07398212909173317
0.05200000000000525,-0.3311022496276946,-0.001971301374750874,0.0020008204829030413,0.6850621303743941,-0.07415078231282979,0.07530976669741044
0.05300000000000556,-0.3304108285971298,-0.0020461009941635582,0.0020767912042828117,0.6977756096762925,-0.07544727974605515,0.07663051965903175
0.05400000000000586,-0.3297067071308031,-0.0021221935623543207,0.0021540791916313316,0.7104629216136898,-0.07673666155350102,0.0779442808939148
0.05500000000000617,-0.3289899116368351,-0.002199571908952455,0.0022326774002123535,0.7231235847722308,-0.07801881844713184,0.0792509445968821
0.056000000000006475,-0.32826046900446765,-0.0022782287549060537,0.002312578680127751,0.735757118323398,-0.0792936423539458,0.08055040625110564
0.05700000000000678,-0.3275184066034743,-0.002358156713701069,0.0023937757776110393,0.7483630420362681,-0.08056102642394126,0.08184256263837332
0.05800000000000709,-0.32676375228355525,-0.0024393482925880285,0.0024762613363309024,0.760940876289302,-0.08182086503744335,0.08312731184877924
0.059000000000007394,-0.3259965343737229,-0.002521795893815759,0.002560027898704084,0.7734901420821695,-0.08307305381179125,0.08440455328984021
0.0600000000000077,-0.32521678168167395,-0.0026054918158714877,0.0026450679072171413,0.7860103610476117,-0.0843174896073868,0.08567418769504155
0.061000000000008006,-0.32442452349315154,-0.0026904282547266494,0.002731373705756454,0.7985010554633301,-0.08555407053310372,0.08693611713181534
0.06200000000000831,-0.3236197895712931,-0.0027765973050878022,0.0028189375409459175,0.8109617482639105,-0.08678269595106118,0.08819024500895478
0.06300000000000827,-0.3228026101559687,-0.0028639909616520057,0.002907751563491775,0.8233919630527726,-0.08800326648076039,0.08943647608346905
0.06400000000000788,-0.3219730159631044,-0.0029526011203659893,0.002997807829534041,0.8357912241141456,-0.08921568400258807,0.09067471646688281
0.0650000000000075,-0.32113103818399796,-0.0030424195796885387,0.003089098302003933,0.8481590564250696,-0.09041985166068675,0.09190487363098551
0.06600000000000711,-0.3202767084846182,-0.0031334380418554164,0.0031816148519867725,0.8604949856674182,-0.09161567386519626,0.09312685641303536
0.06700000000000672,-0.31941005900489444,-0.0032256481141462244,0.0032753492600898445,0.8727985382399365,-0.09280305629386722,0.09434057502042437
0.06800000000000633,-0.3185311223579941,-0.003319041310152556,0.0033702932178146404,0.8850692412703025,-0.09398190589304949,0.0955459410348091
0.06900000000000595,-0.3176399316295866,-0.003413609051046836,0.003466438328932956,0.8973066226271941,-0.09515213087805918,0.09674286741571468
0.07000000000000556,-0.31673652037709876,-0.003509342666851207,0.003563776110866364,0.9095102109323706,-0.09631364073292621,0.09793126850361741
0.07100000000000517,-0.3158209226289523,-0.003606233397705862,0.0036622979960684626,0.9216795355727628,-0.09746634620952675,0.09911106002251416
0.07200000000000478,-0.3148931728837956,-0.003704272395136204,0.003761995333409503,0.93381412671256,-0.09861015932610245,0.10028215908198401
0.0730000000000044,-0.31395330610971856,-0.0038034507233182116,0.0038628593895627707,0.9459135153053043,-0.09974499336517138,0.10144448417875143
0.07400000000000401,-0.3130013577434581,-0.0039037593603414287,0.003964881350392319,0.957977233105976,-0.10087076287083313,0.10259795519775719
0.07500000000000362,-0.31203736368959006,-0.004005189199468938,0.00406805232234152,0.9700048126830729,-0.10198738364547244,0.10374249341274502
0.07600000000000323,-0.3110613603197109,-0.004107731050393739,0.004172363333821932,0.9819957874306765,-0.1030947727458645,0.10487802148637343
0.07700000000000284,-0.3100733844716042,-0.004211375640490976,0.0042778053366021316,0.9939496915805007,-0.10419284847868615,0.10600446346985913
0.07800000000000246,-0.30907347344839836,-0.004316113616065318,0.004384369207195853,1.0058660602139207,-0.10528153039543615,0.10712174480216237
0.07900000000000207,-0.30806166501771054,-0.004421935543593009,0.004492045748249151,1.0177444292739735,-0.10636073928676912,0.10822979230872169
0.08000000000000168,-0.3070379974107791,-0.004528831910957947,0.00460082568992608,1.0295843355773238,-0.1074303971762457,0.1093285341997474
0.0810000000000013,-0.306002509321584,-0.004636793128681218,0.004710699691292408,1.0413853168261977,-0.10849042731350379,0.1104179000680829
0.0820000000000009,-0.3049552399059548,-0.00474580953114353,0.00482165834169702,1.0531469116202707,-0.10954075416685366,0.11149782088664341
0.08300000000000052,-0.30389622878066874,-0.0048558713777999305,0.004933692162150515,1.0648686594685037,-0.11058130341530086,0.11256822900544054
0.08400000000000013,-0.3028255160225334,-0.004966968854386294,0.0050467916067006725,1.0765501008009293,-0.11161200194000001,0.11362905814820308
0.08499999999999974,-0.30174314216746173,-0.005079092074116931,0.005160947063804292,1.0881907769803634,-0.11263277781514307,0.11468024340860287
0.08599999999999935,-0.3006491482095321,-0.005192231078872869,0.005276148857695117,1.0997902303140639,-0.1136435602982846,0.11572172124609603
0.08699999999999897,-0.29954357560003847,-0.005306375840380139,0.005392387249747351,1.1113480040652925,-0.11464427982010775,0.11675342948138899
0.08799999999999858,-0.29842646624652946,-0.005421516261377531,0.005509652439834504,1.122863642464817,-0.11563486797363305,0.11777530729153912
0.08899999999999819,-0.29729786251183365,-0.005537642176773321,0.005627934567683152,1.134336690722293,-0.11661525750287208,0.1187872952046998
0.0899999999999978,-0.2961578072130763,-0.005654743354790365,0.005747223714221242,1.1457666950375653,-0.1175853822909293,0.11978933509452042
0.09099999999999742,-0.2950063436206831,-0.0057728094980989955,0.005867509902920669,1.1571532026118512,-0.11854517734755282,0.12078137017421019
